Name,Link,Img,DOB,age(years),status,description,_id
Rakshita,/wiki/Rakshita,Rakshita.jpg,31 March 1984,36,Alive,"Swetha, popularly known as Rakshita, is an Indian politician and former actress. She has acted in Kannada, Tamil and Telugu language films. Rakshita made her acting debut in the 2002 Kannada-language film Appu, alongside Puneeth Rajkumar, following which, she acted in many Kannada and some Telugu films.",5ea7cd09ff604553fe227592
Raashi Khanna,/wiki/Raashi_Khanna,Raashi Khanna.jpg,30 November 1990,29,Alive,"Raashi Khanna is an Indian actress, and model who predominantly works in the Tamil and Telugu language films. She debuted as an actress with the Hindi film Madras Cafe and made her debut in Telugu with the film Oohalu Gusagusalade, in Tamil with the film Imaikkaa Nodigal.",5ea7cd0fff604553fe227593
Rambha,/wiki/Rambha_(actress),Rambha.jpg,5 June 1976,43,Alive,"Vijayalakshmi Yeedi, better known as Rambha, is an Indian film actress. Throughout her career, Rambha acted in many Indian films and worked across seven regional languages, while appearing alongside most of India's leading actors.",5ea7cd14ff604553fe227594
Rameshwari,/wiki/Talluri_Rameshwari,Rameshwari.jpg,6 January 1958,62,Alive,Talluri Rameshwari is an Indian actress.,5ea7cd1aff604553fe227595
Ranjeeta Kaur,/wiki/Ranjeeta_Kaur,Ranjeeta Kaur.jpg,22 September 1956,63,Alive,"Ranjeeta ""Robby"" Kaur is an Indian film actress. She was trained at FTII. She has appeared in around 47 films.",5ea7cd1eff604553fe227596
Ranjitha,/wiki/Ranjitha,Ranjitha.jpg,4 June 1975,44,Alive,"Ranjitha is an Indian sannyasi and former film and television actress. She has acted in a number of Tamil, Malayalam and Telugu films.
Her first film was a Telugu film, Kadapa Reddemma. She made her Tamil film debut in the 1992 Bharathiraja film, Nadodi Thendral. She played lead roles in Tamil films till 1999.",5ea7cd24ff604553fe227597
Rajini,/wiki/Rajani_(actress),Rajini.jpg,12 December 1950,69,Alive,"Shivaji Rao Gaekwad, known professionally as Rajinikanth or Rajni, is an Indian film actor who works primarily in Tamil cinema. In addition to acting, he has also worked as a producer and screenwriter. Hailed as Superstar or Thalaivaa, Rajinikanth is one of the most popular actors in South India.",5ea7cd29ff604553fe227598
Rani Mukerji,/wiki/Rani_Mukerji,Rani Mukerji.jpg,21 March 1978,42,Alive,"Rani Mukerji is an Indian film actress. The recipient of such accolades as seven Filmfare Awards, her roles have been cited in the media as a significant departure from previous screen portrayals of Indian women. Mukerji has featured in listings of the most popular and highest-paid Hindi film actresses of the 2000s.",5ea7cd2fff604553fe227599
Ramya,/wiki/Ramya,Ramya.jpg,29 November 1982,37,Alive,"Divya Spandana, who was known professionally as Ramya, is an Indian film actress and politician who was the Member of Parliament in the Lok Sabha from Mandya, Karnataka. She primarily works in Kannada film industry, but also appears in Tamil and Telugu language films.",5ea7cd37ff604553fe22759a
Ramya Barna,/wiki/Ramya_Barna,Ramya Barna.jpg,4 August 1986,33,Alive,"Ramya Barna Fahaad is an Indian film actress, primarily appearing in Kannada films. She made her acting debut in 2008, starring in Neenyare and went on to appear in several commercially successful films and also did an artistic film in Tulu language. She has also made appearances in Tamil and Telugu films.",5ea7cd3dff604553fe22759b
Ramya Krishnan,/wiki/Ramya_Krishnan,Ramya Krishnan.jpg,15 September 1970,49,Alive,"Ramya Krishnan, is an Indian film actress. She has acted in over 200 films in five languages: Telugu, Tamil, Kannada, Malayalam and Hindi. Ramya has won four Filmfare Awards, three Nandi Awards and a Tamil Nadu State Film Award. She is credited as Ramya Krishna in the Telugu and Kannada film industries.",5ea7cd44ff604553fe22759c
Ramya Sri,/wiki/Ramya_Sri,Ramya Sri.jpg,18 July 1970,49,Alive,"B. Ramya Sri is an Indian film actress, director, screenwriter, producer, dancer and model known for her works in Telugu cinema, Kannada cinema, and Tamil cinema, few Malayalam, Hindi, Bhojpuri including softcore and B movies. In 2013 she appeared in O...",5ea7cd49ff604553fe22759d
Ramya Nambaseean,/wiki/Ramya_Nambeesan,Ramya Nambaseean.jpg,1 January 1986,34,Alive,"Ramya Nambeesan is an Indian film actress and singer who appears in Malayalam and Tamil films. She has starred in over 70 films and has sung over 25 songs.
Ramya made her acting debut in the 2000 Malayalam film Sayahnam as a child artist.",5ea7cd4fff604553fe22759e
Rashi Khanna,/wiki/Rashi_Khanna,Rashi Khanna.jpg,30 November 1990,29,Alive,"Raashi Khanna is an Indian actress, and model who predominantly works in the Tamil and Telugu language films. She debuted as an actress with the Hindi film Madras Cafe and made her debut in Telugu with the film Oohalu Gusagusalade, in Tamil with the film Imaikkaa Nodigal.",5ea7cd53ff604553fe22759f
Rashmi,/wiki/Rashmi_(actress),Rashmi.jpg,7 April 1988,32,Alive,"Rashmi Gautam is an Indian film actress, and television presenter who appears mostly in Telugu films and TV. She is known for hosting the Telugu television comedy show Extra Jabardasth and as conceptual team leader in reality dance show, Dhee.",5ea7cd58ff604553fe2275a0
Rashmi Desai,/wiki/Rashmi_Desai,Rashmi Desai.jpg,13 February 1986,34,Alive,"Rashami Desai is an Indian television actress known for portraying Tapasya in Uttaran and Shorvori in Dil Se Dil Tak. She has participated in reality shows like Jhalak Dikhhla Jaa, Fear Factor: Khatron Ke Khiladi and Nach Baliye. In 2019, she participated in the reality show Bigg Boss 13 emerging as the 3rd runner-up.",5ea7cd60ff604553fe2275a1
Rashmi Gautam,/wiki/Rashmi_Gautam,Rashmi Gautam.jpg,7 April 1988,32,Alive,"Rashmi Gautam is an Indian film actress, and television presenter who appears mostly in Telugu films and TV. She is known for hosting the Telugu television comedy show Extra Jabardasth and as conceptual team leader in reality dance show, Dhee.",5ea7cd68ff604553fe2275a2
Rashmika Mandanna,/wiki/Rashmika_Mandanna,Rashmika Mandanna.jpg,5 April 1996,24,Alive,Rashmika Mandanna is an Indian film actress and model who works predominantly in Telugu and Kannada films. She is popularly dubbed by the media and Kannada film industry as the 'Karnataka Crush'.,5ea7cd6dff604553fe2275a3
Ratan Rajput,/wiki/Ratan_Rajput,Ratan Rajput.jpg,20 April 1987,33,Alive,"Ratan Rajput is an Indian television actress known for her portrayal of Ruchi Sharma in Radhaa Ki Betiyaan Kuch Kar Dikhayengi, Laali in Agle Janam Mohe Bitiya Hi Kijo, Amba in Mahabharat and Santoshi in Santoshi Maa. She was a contestant on the popular reality show Bigg Boss in 2013.",5ea7cd71ff604553fe2275a4
Rati Agnihotri,/wiki/Rati_Agnihotri,Rati Agnihotri.jpg,10 December 1960,59,Alive,"Rati Agnihotri is an Indian actress whose films are mainly in Hindi, Tamil, Telugu and Kannada.",5ea7cd77ff604553fe2275a5
Rati Pandey,/wiki/Rati_Pandey,Rati Pandey.jpg,11 September 1982,37,Alive,"Rati Pandey is an Indian actress known for her performances in Porus, Hitler Didi, Miley Jab Hum Tum, Begusarai, Har Ghar Kuch Kehta Hai and Shaadi Street.",5ea7cd7dff604553fe2275a6
Ratna Pathak Shah,/wiki/Ratna_Pathak_Shah,Ratna Pathak Shah.jpg,18 March 1957,63,Alive,"Ratna Pathak, also known by her married name Ratna Pathak Shah is an Indian actress and director best known for her work in theatre, television and Bollywood films. Her numerous work in theatre includes a series of plays in both English and Hindi.",5ea7cd83ff604553fe2275a7
Raveena Tandon,/wiki/Raveena_Tandon,Raveena Tandon.jpg,26 October 1974,45,Alive,Raveena Tandon is an Indian actress who works in Hindi films. She has received a National Film Award and two Filmfare Awards.,5ea7cd88ff604553fe2275a8
Reena Roy,/wiki/Reena_Roy,Reena Roy.jpg,7 January 1957,63,Alive,Reena Roy is a Hindi Bollywood actress who has performed leading roles in many films from 1972 to 1985 and was a leading actress of that era. She was one of the higher-paid actresses of her time. She was known for playing glamorous and strong female-oriented roles.,5ea7cd8fff604553fe2275a9
Reema Lagoo,/wiki/Reema_Lagoo,Reema Lagoo.jpg,"21 June 1958,",58,Died,"Reema Lagoo was an Indian theatre and screen actress known for her work in Hindi and Marathi cinema. She began her acting career in the Marathi theatre, after which she became a household name for playing motherly roles in the 1990s and early 2000s.",5ea7cd95ff604553fe2275aa
Reema Sen,/wiki/Reema_Sen,Reema Sen.jpg,29 October 1981,38,Alive,Reema Sen is an Indian actress and model who primarily appeared in Tamil films while appearing in just a few Telugu and Hindi films.,5ea7cd9bff604553fe2275ab
Regina Cassandra,/wiki/Regina_Cassandra,Regina Cassandra.jpg,13 December 1990,29,Alive,"Regina Cassandra is an Indian film actress, active primarily in Tamil and Telugu films. When aged nine, she appeared on Splash, a kids' channel, and later worked in commercials. She also acted in several short films.",5ea7cda0ff604553fe2275ac
Rekha,/wiki/Rekha,Rekha.jpg,10 October 1954,65,Alive,"Bhanurekha, better known by her stage name Rekha, is an Indian film actress. Noted for her versatility and acknowledged as one of the finest actresses in Indian cinema, Rekha started her career in 1958 ...",5ea7cdabff604553fe2275ad
Rekha,/wiki/Rekha_(South_Indian_actress),Rekha.jpg,10 October 1954,65,Alive,"Bhanurekha, better known by her stage name Rekha, is an Indian film actress. Noted for her versatility and acknowledged as one of the finest actresses in Indian cinema, Rekha started her career in 1958 ...",5ea7cdb1ff604553fe2275ae
Rekha Das,/wiki/Rekha_Das,Rekha Das.jpg,,,Alive,,5ea7cdbaff604553fe2275af
Rekha Rana,/wiki/Rekha_Rana,Rekha Rana.jpg,,,Alive,,5ea7cdc1ff604553fe2275b0
Rekha Vedavyas,/wiki/Rekha_Vedavyas,Rekha Vedavyas.jpg,24 January 1985,35,Alive,"Rekha, also known as Akshara, is an Indian film actress, who predominantly acts in Kannada films and also appears in Tamil and Telugu films. While pursuing modelling, she made her acting debut in the 2001 Kannada film Chithra and has since starred in over 30 films in various South Indian languages.",5ea7cdc7ff604553fe2275b1
Reenu Mathews,/wiki/Reenu_Mathews,Reenu Mathews.jpg,1968,About,Alive,Reenu Mathews is an Indian film actress who has acted in Malayalam films. She works as a cabin crew member for Emirates Airlines in Dubai.,5ea7cdceff604553fe2275b2
Renuka Shahane,/wiki/Renuka_Shahane,Renuka Shahane.jpg,27 March 1965,55,Alive,"Renuka Shahane, is an Indian actress working in the Bollywood film industry and in Indian television, best known as the co-presenter of the Doordarshan TV show Surabhi.",5ea7cdd6ff604553fe2275b3
Renuka Menon,/wiki/Renuka_Menon,Renuka Menon.jpg,3 November 1993,26,Alive,"Renuka Menon is an Indian film actress who has appeared in various South Indian films in Malayalam, Tamil, Telugu and Kannada languages. She made her acting debut in the 2002 Malayalam film Nammal.",5ea7cdddff604553fe2275b4
Revathi,/wiki/Revathi,Revathi.jpg,8 July 1966,53,Alive,"Asha Kelunni Nair, better known by her stage name Revathi, is an Indian film actress and director, known for her works predominantly in Tamil and Malayalam cinema.
She has won several accolades, including the National Film Awards in three different categories, and six Filmfare Awards South.",5ea7cde5ff604553fe2275b5
Rhea Chakraborty,/wiki/Rhea_Chakraborty,Rhea Chakraborty.jpg,1 July 1992,27,Alive,"Rhea Chakraborty is an Indian film actress. She started off as a VJ on MTV India. In 2013, she made her Bollywood debut with the film Mere Dad Ki Maruti directed by Ashima Chibber.",5ea7cdecff604553fe2275b6
Richa Ahuja,/wiki/Richa_Ahuja,Richa Ahuja.jpg,16 September 1973,46,Alive,"Richa Ahuja is an Indian former stage, film and television actress. She has acted in Hindi, Tamil, English and French films and plays.",5ea7cdf2ff604553fe2275b7
Richa Chaddha,/wiki/Richa_Chaddha,Richa Chaddha.jpg,18 December 1986,33,Alive,"Richa Chadda is an Indian Bollywood actress who works in Hindi films. After debuting with a small role in the comedy film Oye Lucky! Lucky Oye!, she worked as a supporting actress in several films.",5ea7cdfcff604553fe2275b8
Richa Gangopadhyay,/wiki/Richa_Gangopadhyay,Richa Gangopadhyay.jpg,20 March 1986,34,Alive,Richa Gangopadhyay is a former Indian film actress and model who predominantly appeared in Telugu films. She has also appeared in a few Tamil and Bengali films. She completed an MBA degree from Washington University in St. Louis in May 2017.,5ea7ce03ff604553fe2275b9
Richa Pallod,/wiki/Richa_Pallod,Richa Pallod.jpg,30 August 1980,39,Alive,"Richa Pallod is an Indian model and film actress who has been featured in Indian films. After appearing as a child artiste in Lamhe, she appeared in an award-winning role in Nuvve Kavali, her first film in Telugu.",5ea7ce0aff604553fe2275ba
Richa Panai,/wiki/Richa_Panai,Richa Panai.jpg,24 February 1993,27,Alive,"Richa Panai is an air hostess for Kingfisher Airlines, and an actress who appears in Bollywood, Tollywood, Mollywood and various ads. Richa Panai came to prominence as a model in advertisements for the Indian jewellery company Bhima Jewellery.",5ea7ce11ff604553fe2275bb
Richa Sharma,/wiki/Richa_Sharma_(actress),Richa Sharma.jpg,29 August 1974,45,Alive,"Richa Sharma is an Indian film playback singer as well a devotional singer. In 2006, she sang Bollywood's longest track, the bidaai song, in film Baabul.",5ea7ce19ff604553fe2275bc
Rima Kallingal,/wiki/Rima_Kallingal,Rima Kallingal.jpg,18 January 1984,36,Alive,"Rima Kallingal is an Indian film actress, who predominantly appears in Malayalam cinema. After being named First Runner-up in the Miss Kerala 2008 contest, she went on to pursue a career in acting.",5ea7ce1fff604553fe2275bd
Rimi Sen,/wiki/Rimi_Sen,Rimi Sen.jpg,21 September 1981,38,Alive,"Rimi Sen is an Indian former actress and film producer who has appeared in Bollywood, Telugu and Bengali films. Sen debuted as child actress in the Bengali film Damu. She made her debut Lead Actress in the Telugu movie Nee Thodu Kavali.",5ea7ce24ff604553fe2275be
Rimi Tomy,/wiki/Rimi_Tomy,Rimi Tomy.jpg,22 September 1983,36,Alive,"Rimi Tomy is an Indian playback singer, television host, and actress. She started her career by anchoring music programs in television and sang her first song ""Chingamasam Vannu Chernnal"" in the film Meesa Madhavan.
She has anchored a number of television shows and has judged many reality shows of different genres.",5ea7ce2aff604553fe2275bf
Rinke Khanna,/wiki/Rinke_Khanna,Rinke Khanna.jpg,27 July 1977,42,Alive,"Rinke Khanna is an Indian actress. She is the youngest daughter of actress Dimple Kapadia and actor Rajesh Khanna, sister of Twinkle Khanna. She made her film debut with Pyaar Mein Kabhi Kabhi, changing her screen name from Rinkle to Rinke. In Mujhe Kucch Kehna Hai, she played a supporting role.",5ea7ce32ff604553fe2275c0
Rita Bhaduri,/wiki/Rita_Bhaduri,Rita Bhaduri.jpg,"4 November 1955,",62,Died,Rita Bhaduri was an Indian film and television actress.,5ea7ce39ff604553fe2275c1
Rituparna Sengupta,/wiki/Rituparna_Sengupta,Rituparna Sengupta.jpg,7 November 1971,48,Alive,"Rituparna Sengupta is an Indian actress and producer who is known for her work in Bengali cinema and Hindi cinema. One of the most successful actresses of Bengali cinema, she rode the crest of her box office success in the late 1990s. She also holds a record set of numerous box office disasters.",5ea7ce3fff604553fe2275c2
Riya Sen,/wiki/Riya_Sen,Riya Sen.jpg,24 January 1981,39,Alive,"Riya Sen born Riya Dev Varma; is an Indian film actress and model. Riya, who comes from a family of actors including her grandmother Suchitra Sen, mother Moon Moon Sen and sister Raima Sen, began her acting career in 1991 as a child actress in the film Vishkanya.",5ea7ce43ff604553fe2275c3
Rohini Hattangadi,/wiki/Rohini_Hattangadi,Rohini Hattangadi.jpg,11 April 1951,69,Alive,"Rohini Hattangadi is an Indian actress, known for her work in Marathi-language and Hindi Films, Television and Theatre. She has won two Filmfare Awards, one National Film Award, and is the only Indian actress to win the BAFTA Award for Best Actress in a Supporting Role for her performance as Kasturba Gandhi in Gandhi.",5ea7ce49ff604553fe2275c4
Roja,/wiki/Roja_(actress),Roja.jpg,17 November 1972,47,Alive,"Roja Selvamani is an Indian politician and film actress. She was a leading actress from 1991 to 2002 and acted in various south Indian languages Tamil, Telugu, Kannada and Malayalam languages. In 1999 she entered into politics and currently aligns with the YSR Congress party.",5ea7ce51ff604553fe2275c5
Roja Ramani,/wiki/Roja_Ramani,Roja Ramani.jpg,16 September 1959,60,Alive,Roja Ramani is a South Indian movie actress who predominantly worked in Telugu cinema. She was a child actor and her debut movie was Bhakta Prahlada for which she received National Film Award for Best Child Artist.,5ea7ce56ff604553fe2275c6
Roma,/wiki/Roma_(actress),Roma.jpg,25 August 1984,35,Alive,"Roma Asrani is an Indian model turned actress who mainly appears in Malayalam-language films. She has starred in over 20 films. She is popularly known mononymously as Romah.
Roma Asrani was born to a Sindhi Hindu father and a Tamil mother in Trichy, Tamil Nadu.",5ea7ce5aff604553fe2275c7
Roopa Ganguly,/wiki/Roopa_Ganguly,Roopa Ganguly.jpg,25 November 1966,53,Alive,"Roopa Ganguly is an Indian actress, playback singer and politician. She is best known for her rendition of Draupadi in B R Chopra's hit television series Mahabharat. Often promoted as the Bengali Film Industry's answer to Bollywood's Shabana Azmi, she is known for her versatility and accent adaptation.",5ea7ce5fff604553fe2275c8
Roopa Iyer,/wiki/Roopa_Iyer,Roopa Iyer.jpg,1982,About,Alive,"Roopa Iyer is an award-winning socially conscientious film director, actor, dancer, choreographer, model, business executive, humanitarian, a philanthropist, and a philosopher.",5ea7ce65ff604553fe2275c9
Roshni Chopra,/wiki/Roshni_Chopra,Roshni Chopra.jpg,2 November 1980,39,Alive,"Roshni Chopra is an Indian actress, television presenter and the winner of NDTV Imagine's reality show, Dil Jeetegi Desi Girl. She is also known for playing the role of Pia one of the three female leads in the zee tv series Kasamh Se.",5ea7ce69ff604553fe2275ca
R.T. Rama,/wiki/R.T._Rama,R.T. Rama.jpg,25 June 1949,70,Alive,"R.T. Rama is an Indian film actress in the Kannada film industry. Some of the notable films of R.T. Rama as an actress include Gejje Pooje, Gowri, Sharapanjara, and Jedara Bale.",5ea7ce70ff604553fe2275cb
Ruby Parihar,/wiki/Ruby_Parihar,Ruby Parihar.jpg,6 July 1987,32,Alive,"Ruby Parihar is an Indian actress from Delhi. Her first role was in the Telugu film Prasthanam, directed by Deva Katta. She was introduced to South films by star maker Deepak Baldev Thakur of Glitters film academy Hyderabad has appeared in Sandalwood, along with Yaksha.",5ea7ce74ff604553fe2275cc
Rucha Gujarathi,/wiki/Rucha_Gujarathi,Rucha Gujarathi.jpg,24 January 1986,34,Alive,"Rucha Gujarathi is an Indian Bollywood, television actress and model. She has acted in several Bollywood movies, soap operas, music albums and reality shows. She also acted as a child artist in several movies. She is best remembered for her lead role as ""Suhana"" in Hindi language soap opera Bhabhi on Star Plus.",5ea7ce79ff604553fe2275cd
Rupini,/wiki/Rupini_(actress),Rupini.jpg,9 November 1969,50,Alive,"Komal Mahuvakar is an Indian film actress who appeared in South Indian films during the late 1980s and early 1990s.
She started as a child artist in the Hindi film Mili with Amitabh Bacchan and Jaya Bhaduri.",5ea7ce7fff604553fe2275ce
Ranjana Deshmukh,/wiki/Ranjana_Deshmukh,Ranjana Deshmukh.jpg,"1955,",45,Died,"Ranjana Deshmukh was a popular Marathi actress in 1970s & 80s, famous on-screen as just Ranjana.",5ea7ce88ff604553fe2275cf
Sabitri Chatterjee,/wiki/Sabitri_Chatterjee,Sabitri Chatterjee.jpg,21 February 1937,83,Alive,"Sabitri Chatterjee is an Indian actress who is well known for her work in Bengali theatre and cinema. Her career spans more than 60 years. She is the recipient of BFJA Awards for two times. In 1999,
she was conferred with Sangeet Natak Akademi Award for Acting in Bengali theatre.",5ea7ce8eff604553fe2275d0
S. Varalakshmi,/wiki/S._Varalakshmi,S. Varalakshmi.jpg,"13 August 1925,",84,Died,"Saridey Varalakshmi, popularly known as S. Varalakshmi, was a veteran Tamil and Telugu actress, and singer. She was popular for her roles and songs in Telugu movies like Mahamantri Timmarasu and Sri Venkateswara Mahatyam and Tamil movies like Veerapandiya Kattabomman and in Poova Thalaiya.",5ea7ce95ff604553fe2275d1
Sagarika Ghatge,/wiki/Sagarika_Ghatge,Sagarika Ghatge.jpg,8 January 1986,34,Alive,"Sagarika Ghatge is an Indian model, national level athlete and actress known for her role of Preeti Sabharwal in Chak De! India. In 2015, she participated in Fear Factor: Khatron Ke Khiladi 6 and emerged as a finalist.",5ea7ce9cff604553fe2275d2
Sadha,/wiki/Sadha,Sadha.jpg,17 February 1984,36,Alive,"Sadaf Mohammed Sayed, better known as Sadha, is an Indian actress who mainly appears in South Indian cinema. She was introduced to the Telugu film industry by the director Teja along with Nithin in the film Jayam. Her most notable films in Tamil are Jayam, Aethiree, Anniyan, Priyasakhi, Unnale Unnale and Torchlight.",5ea7cea3ff604553fe2275d3
Sana Althaf,/wiki/Sana_Althaf,Sana Althaf.jpg,6 June 1999,20,Alive,Sana Althaf is an Indian film actress who works in Malayalam and Tamil films,5ea7cea9ff604553fe2275d4
Sadhana Shivdasani,/wiki/Sadhana_Shivdasani,Sadhana Shivdasani.jpg,"2 September 1941,",74,Died,"Sadhana Shivdasani, popularly known by the mononym Sadhana, was an Indian film actress, who appeared in many successful films of 1960s and 70s. Regarded as one of the finest and iconic film actresses in the history of Hindi cinema, Sadhana was the highest-paid actress of her time from early 1960s to late 1970s.",5ea7ceafff604553fe2275d5
Samskruthy Shenoy,/wiki/Samskruthy_Shenoy,Samskruthy Shenoy.jpg,20 November 1998,21,Alive,"Samskruthy Shenoy is an Indian actress who has acted in Malayalam, Telugu, Tamil and Kannada films.",5ea7ceb6ff604553fe2275d6
Samyuktha Hegde,/wiki/Samyuktha_Hegde,Samyuktha Hegde.jpg,17 July 1998,21,Alive,"Samyuktha Hegde is an Indian actress who appears in South India films. She made her debut with the film Kirik Party opposite Rakshit Shetty, directed by Rishab Shetty. She played the role named Arya, for which she won Filmfare Award for Best Supporting Actress – Kannada.",5ea7cebeff604553fe2275d7
Sanaya Irani,/wiki/Sanaya_Irani,Sanaya Irani.jpg,17 September 1983,36,Alive,"Sanaya Irani is an Indian television actress. She is known for playing Gunjan in Miley Jab Hum Tum and Khushi in Iss Pyaar Ko Kya Naam Doon?. In 2015, Irani was a finalist for the eight season of Jhalak Dikhhla Jaa. She later participated in Nach Baliye in 2017 with her partner Mohit Sehgal and won the third place.",5ea7cec5ff604553fe2275d8
Sandeepa Dhar,/wiki/Sandeepa_Dhar,Sandeepa Dhar.jpg,2 February 1989,31,Alive,"Sandeepa Dhar is an Indian actress. Sandeepa made her acting debut in 2010 with Isi Life Mein. For her performance in the film, she was nominated for Filmfare Award for Best Female Debut, Star Screen Award for Most Promising Newcomer and Stardust Award for Superstar of Tomorrow. Sandeepa did a cameo in Dabangg 2.",5ea7cecbff604553fe2275d9
Sandhya,/wiki/Sandhya_Shantaram,Sandhya.jpg,27 September 1988,31,Alive,"Revathy, known by her stage name ""Kadhal"" Sandhya, is an Indian film actress who acts primarily in Tamil, Malayalam, Telugu and Kannada films. She made her debut as an actress in the 2004 Tamil film Kaadhal, her performance in which earned her a Filmfare Award and Special Jury Award by Government of Tamil Nadu.",5ea7ced3ff604553fe2275da
Sandhya Mridul,/wiki/Sandhya_Mridul,Sandhya Mridul.jpg,28 March 1975,45,Alive,Sandhya Mridul is an Indian actress who appears in Bollywood films and television. She is most known for her roles in films like Saathiya and Page 3 and was first runner up on the reality dance show Jhalak Dikhhla Jaa.,5ea7ceddff604553fe2275db
Sandhya Roy,/wiki/Sandhya_Roy,Sandhya Roy.jpg,11 April 1941,79,Alive,"Sandhya Roy is an Indian actress and politician. She is known for her work in Bengali cinema. She is the recipient of BFJA Award for three times.
Roy made her cinematic debut with Rajen Tarafdar's Antariksha.",5ea7cee7ff604553fe2275dc
Saniya Anklesaria,/wiki/Saniya_Anklesaria,Saniya Anklesaria.jpg,30 September 2002,17,Alive,"Saniya Anklesaria is an actress who appears in Hindi films, commercials and TV shows. She is known for her role of Max in the popular Disney Channel India sitcom, The Suite Life of Karan & Kabir, an ...",5ea7ceefff604553fe2275dd
Sanjeeda Sheikh,/wiki/Sanjeeda_Sheikh,Sanjeeda Sheikh.jpg,20 December 1984,35,Alive,Sanjeeda Sheikh is an Indian actress who works in the Hindi television industry. She established herself as one of the most popular actresses in the television industry.,5ea7cef4ff604553fe2275de
Sakshi Shivanand,/wiki/Sakshi_Shivanand,Sakshi Shivanand.jpg,15 April 1977,43,Alive,"Sakshi Shivanand is an Indian actress, who has appeared in Telugu, Tamil, Kannada, Malayalam and Hindi films. Her most notable work is Aapko Pehle Bhi Kahin Dekha Hai which was directed by Anubhav Sinha and co-starred Priyanshu Chatterjee, Om Puri and Farida Jalal.",5ea7cefaff604553fe2275df
Sakshi Talwar,/wiki/Sakshi_Talwar,Sakshi Talwar.jpg,12 January 1973,47,Alive,"Sakshi Tanwar is an Indian actress and television presenter. She is known for her work in the television soaps Kahaani Ghar Ghar Kii and Bade Achhe Lagte Hain. In 2016, she starred in the Aamir Khan-starrer Dangal.",5ea7cf00ff604553fe2275e0
Sakshi Tanwar,/wiki/Sakshi_Tanwar,Sakshi Tanwar.jpg,12 January 1973,47,Alive,"Sakshi Tanwar is an Indian actress and television presenter. She is known for her work in the television soaps Kahaani Ghar Ghar Kii and Bade Achhe Lagte Hain. In 2016, she starred in the Aamir Khan-starrer Dangal.",5ea7cf07ff604553fe2275e1
Sai Pallavi,/wiki/Sai_Pallavi,Sai Pallavi.jpg,9 May 1992,27,Alive,"Sai Pallavi Senthamarai is an Indian film actress and dancer who appears in Tamil, Telugu and Malayalam films. She is a recipient of several awards including two Filmfare Awards for her performances in the films Premam and Fidaa.",5ea7cf11ff604553fe2275e2
Sai Tamhankar,/wiki/Sai_Tamhankar,Sai Tamhankar.jpg,25 June 1986,33,Alive,Sai Tamhankar is an Indian actress known for her work in Hindi and Marathi film and television.,5ea7cf16ff604553fe2275e3
Saira Banu,/wiki/Saira_Banu,Saira Banu.jpg,23 August 1944,75,Alive,"Saira Banu, also known as Saira Bano, is an Indian film actress. She is married to film actor Dilip Kumar. She acted in many hit Bollywood films between 1961 and 1988.",5ea7cf1bff604553fe2275e4
Salma Agha,/wiki/Salma_Agha,Salma Agha.jpg,25 October 1956,63,Alive,"Salma Agha is a Pakistani born British singer and actress who sang as well as acted in Bollywood films of India in the 1980s and the early 1990s. She was born in Karachi and raised in London, where she received several film offers from Indian directors.",5ea7cf23ff604553fe2275e5
Saloni Aswani,/wiki/Saloni_Aswani,Saloni Aswani.jpg,1 June 1987,32,Alive,"Saloni Aswani is an Indian film actress and model. After finishing her education, Saloni ventured into modelling, appearing in various television advertisements.",5ea7cf29ff604553fe2275e6
Samantha Ruth Prabhu,/wiki/Samantha_Ruth_Prabhu,Samantha Ruth Prabhu.jpg,28 April 1987,33,Alive,"Samantha Akkineni is an Indian actress who has established a career in the Telugu and Tamil film industries, and is a recipient of several awards including four Filmfare Awards. She has emerged as a leading actress in the South Indian film industry.",5ea7cf30ff604553fe2275e7
Samiksha,/wiki/Sameksha,Samiksha.jpg,8 October 1985,34,Alive,"Sameksha Singh, known mononymously as Sameksha, is an Indian film and television actress. She has played a range of characters in various series and films, in multiple languages including Tamil, Telugu, Punjabi, Hindi and Kannada.",5ea7cf36ff604553fe2275e8
Sameera Reddy,/wiki/Sameera_Reddy,Sameera Reddy.jpg,14 December 1980,39,Alive,"Sameera Reddy is a former Indian actress who primarily starred in Hindi-language films. She has also appeared in a few Telugu, Tamil Kannada and Malayalam-language films.
Sameera Reddy made her film debut with the 2002 film Maine Dil Tujhko Diya.",5ea7cf3dff604553fe2275e9
Samvrutha Sunil,/wiki/Samvrutha_Sunil,Samvrutha Sunil.jpg,31 October 1986,33,Alive,"Samvrutha Sunil is an Indian actress who appears in Malayalam films. Having made her debut in 2004 through the film Rasikan directed by Lal Jose, she has then starred in over 40 Malayalam films and one film each in Telugu and Tamil languages.",5ea7cf45ff604553fe2275ea
Sana Amin Sheikh,/wiki/Sana_Amin_Sheikh,Sana Amin Sheikh.jpg,10 August 1989,30,Alive,Sana Amin Sheikh is an Indian actress and radio jockey. She is known for her work in television shows. She also enacted a supporting role in the 2011 film Singham.,5ea7cf4dff604553fe2275eb
Sana Khan,/wiki/Sana_Khan,Sana Khan.jpg,21 August 1987,32,Alive,"Sana Khan is an Indian actress, model and dancer. Khan began her career in modelling and went on to appear in advertisements and feature films.",5ea7cf54ff604553fe2275ec
